ab_people_rate,cn_count,cn_rate,crawled,fulltime_rate,spider,street_code,white_rate
0.343,3,0.01,,0.279,,rg15qr,0.757
0.337,5,0.017,,0.364,,rg15qn,0.787
0.312,1,0.003,,0.339,,rg15qs,0.773
0.283,6,0.016,,0.257,,rg15qu,0.776
0.242,6,0.015,,0.208,,rg15rz,0.72
0.38,1,0.004,,0.42,,rg15ry,0.7
0.312,1,0.003,,0.339,,rg15se,0.773
0.242,6,0.015,,0.208,,rg15sd,0.72
0.475,14,0.023,,0.491,,rg15sg,0.702
0.337,5,0.017,,0.364,,rg15sf,0.787
0.38,2,0.006,,0.51,,rg15rt,0.608
0.436,5,0.015,,0.467,,rg15sh,0.725
0.436,5,0.015,,0.467,,rg15rw,0.725
0.309,6,0.023,,0.477,,rg15qf,0.728
0.436,5,0.015,,0.467,,rg15sn,0.725
0.563,3,0.009,,0.432,,rg15ru,0.852
0.436,5,0.015,,0.467,,rg15rn,0.725
0.427,1,0.002,,0.357,,rg15sp,0.689
0.427,1,0.002,,0.357,,rg15rg,0.689
0.307,2,0.006,,0.298,,rg15st,0.801
0.563,3,0.009,,0.432,,rg15rx,0.852
0.436,5,0.015,,0.467,,rg15sj,0.725
0.436,5,0.015,,0.467,,rg15ra,0.725
0.433,3,0.012,,0.544,,rg15su,0.644
0.433,3,0.012,,0.544,,rg15sy,0.644
0.427,1,0.002,,0.357,,rg15rl,0.689
0.427,1,0.002,,0.357,,rg15sr,0.689
0.307,2,0.006,,0.298,,rg15tz,0.801
0.433,3,0.012,,0.544,,rg15tt,0.644
0.433,3,0.012,,0.544,,rg15sx,0.644
0.436,5,0.015,,0.467,,rg15sw,0.725
0.643,17,0.035,,0.262,,rg15sz,0.862
0.374,,,,0.767,,rg15uh,0.709
0.433,3,0.012,,0.544,,rg15ul,0.644
0.433,3,0.012,,0.544,,rg15un,0.644
0.427,1,0.002,,0.357,,rg15sq,0.689
0.374,,,,0.767,,rg15uq,0.709
0.427,1,0.002,,0.357,,rg15sl,0.689
0.5,4,0.019,,0.594,,rg15uj,0.866
0.374,,,,0.767,,rg15ue,0.709
0.5,4,0.019,,0.594,,rg15wf,0.866
0.5,4,0.019,,0.594,,rg15we,0.866
0.374,,,,0.767,,rg15wg,0.709
0.307,2,0.006,,0.298,,rg15ub,0.801
0.433,3,0.012,,0.544,,rg15wq,0.644
0.5,4,0.019,,0.594,,rg15wa,0.866
0.433,3,0.012,,0.544,,rg15wz,0.644
0.5,4,0.019,,0.594,,rg15wh,0.866
0.433,3,0.012,,0.544,,rg15wy,0.644
0.433,3,0.012,,0.544,,rg15ug,0.644
0.307,2,0.006,,0.298,,rg15xb,0.801
0.5,4,0.019,,0.594,,rg15wj,0.866
0.643,17,0.035,,0.262,,rg15ss,0.862
0.433,3,0.012,,0.544,,rg15xg,0.644
0.5,4,0.019,,0.594,,rg15uz,0.866
0.433,3,0.012,,0.544,,rg15xl,0.644
0.374,,,,0.767,,rg15wd,0.709
0.374,,,,0.767,,rg15tx,0.709
0.307,2,0.006,,0.298,,rg15xn,0.801
0.307,2,0.006,,0.298,,rg15xp,0.801
0.433,3,0.012,,0.544,,rg15xs,0.644
0.433,3,0.012,,0.544,,rg15xj,0.644
0.433,3,0.012,,0.544,,rg15xr,0.644
0.307,2,0.006,,0.298,,rg15xd,0.801
0.433,3,0.012,,0.544,,rg15xt,0.644
0.307,2,0.006,,0.298,,rg15ty,0.801
0.433,3,0.012,,0.544,,rg15xz,0.644
0.433,3,0.012,,0.544,,rg15uf,0.644
0.307,2,0.006,,0.298,,rg15xq,0.801
0.547,5,0.016,,0.525,,rg15ya,0.586
0.307,2,0.006,,0.298,,rg15ye,0.801
0.374,,,,0.767,,rg15ud,0.709
0.643,17,0.035,,0.262,,rg15ta,0.862
0.307,2,0.006,,0.298,,rg15xe,0.801
0.433,3,0.012,,0.544,,rg15yd,0.644
0.307,2,0.006,,0.298,,rg15yg,0.801
0.307,2,0.006,,0.298,,rg15yl,0.801
0.433,3,0.012,,0.544,,rg15yp,0.644
0.433,3,0.012,,0.544,,rg15yn,0.644
0.433,3,0.012,,0.544,,rg15yr,0.644
0.307,2,0.006,,0.298,,rg15xw,0.801
0.433,3,0.012,,0.544,,rg15xf,0.644
0.5,4,0.019,,0.594,,rg15wb,0.866
0.433,3,0.012,,0.544,,rg15yw,0.644
0.307,2,0.006,,0.298,,rg15xx,0.801
0.307,2,0.006,,0.298,,rg15xu,0.801
0.643,17,0.035,,0.262,,rg15yz,0.862
0.307,2,0.006,,0.298,,rg15yb,0.801
0.307,2,0.006,,0.298,,rg15yh,0.801
0.433,3,0.012,,0.544,,rg15zd,0.644
0.433,3,0.012,,0.544,,rg15zh,0.644
0.307,2,0.006,,0.298,,rg15yj,0.801
0.433,3,0.012,,0.544,,rg15yt,0.644
0.433,3,0.012,,0.544,,rg15zp,0.644
0.433,3,0.012,,0.544,,rg15xy,0.644
0.643,17,0.035,,0.262,,rg15yy,0.862
0.433,3,0.012,,0.544,,rg15yf,0.644
0.433,3,0.012,,0.544,,rg15zt,0.644
0.433,3,0.012,,0.544,,rg15zw,0.644
0.433,3,0.012,,0.544,,rg15zn,0.644
0.643,17,0.035,,0.262,,rg15yx,0.862
0.547,5,0.016,,0.525,,rg15yq,0.586
0.374,,,,0.767,,rg15zj,0.709
0.429,1,0.005,,0.636,,rg16ae,0.729
0.405,7,0.022,,0.485,,rg16af,0.667
0.307,2,0.006,,0.298,,rg15xh,0.801
0.433,3,0.012,,0.544,,rg15zx,0.644
0.374,,,,0.767,,rg15zl,0.709
0.433,3,0.012,,0.544,,rg15zq,0.644
0.405,7,0.022,,0.485,,rg16ag,0.667
0.307,2,0.006,,0.298,,rg15ys,0.801
0.37,2,0.007,,0.442,,rg16at,0.57
0.523,6,0.02,,0.576,,rg16ab,0.645
0.37,2,0.007,,0.442,,rg16as,0.57
0.433,3,0.012,,0.544,,rg16aw,0.644
0.433,3,0.012,,0.544,,rg15zr,0.644
0.405,7,0.022,,0.485,,rg16ah,0.667
0.397,4,0.01,,0.637,,rg16ba,0.692
0.397,4,0.01,,0.637,,rg16aa,0.692
0.37,2,0.007,,0.442,,rg16au,0.57
0.433,3,0.012,,0.544,,rg15yu,0.644
0.397,4,0.01,,0.637,,rg16bb,0.692
0.433,3,0.012,,0.544,,rg16bf,0.644
0.21,2,0.008,,0.433,,rg16ay,0.535
0.405,7,0.022,,0.485,,rg16aq,0.667
0.374,,,,0.767,,rg16bd,0.709
0.433,3,0.012,,0.544,,rg16bl,0.644
0.467,5,0.022,,0.645,,rg16bh,0.451
0.374,,,,0.767,,rg16bp,0.709
0.433,3,0.012,,0.544,,rg15zs,0.644
0.254,1,0.003,,0.514,,rg16ad,0.716
0.5,,,,0.584,,rg16bt,0.435
0.254,1,0.003,,0.514,,rg16an,0.716
0.467,5,0.022,,0.645,,rg16bj,0.451
0.523,6,0.02,,0.576,,rg16by,0.645
0.397,4,0.01,,0.637,,rg16az,0.692
0.37,2,0.007,,0.442,,rg16ar,0.57
0.465,,,,0.554,,rg16da,0.742
0.397,4,0.01,,0.637,,rg16be,0.692
0.397,4,0.01,,0.637,,rg16bu,0.692
0.366,1,0.004,,0.567,,rg16de,0.799
0.273,2,0.008,,0.395,,rg16dh,0.744
0.254,1,0.003,,0.514,,rg16ap,0.716
0.465,,,,0.554,,rg16dd,0.742
0.5,,,,0.584,,rg16bs,0.435
0.244,2,0.007,,0.468,,rg16dq,0.711
0.523,6,0.02,,0.576,,rg16bg,0.645
0.5,,,,0.584,,rg16bz,0.435
0.273,2,0.008,,0.395,,rg16dl,0.744
0.254,1,0.003,,0.514,,rg16ax,0.716
0.214,,,,0.475,,rg16dw,0.704
0.37,2,0.007,,0.442,,rg16al,0.57
0.223,3,0.007,,0.472,,rg16dp,0.681
0.219,,,,0.407,,rg16dj,0.689
0.057,,,,0.319,,rg16eb,0.4
0.14,2,0.008,,0.452,,rg16dy,0.716
0.093,,,,0.332,,rg16ed,0.541
0.37,2,0.007,,0.442,,rg16bw,0.57
0.223,3,0.007,,0.472,,rg16ef,0.681
0.465,,,,0.554,,rg16db,0.742
0.339,5,0.014,,0.596,,rg16dg,0.722
0.19,6,0.02,,0.385,,rg16en,0.816
0.273,2,0.008,,0.395,,rg16dt,0.744
0.397,4,0.01,,0.637,,rg16bq,0.692
0.19,6,0.02,,0.385,,rg16ep,0.816
0.14,2,0.008,,0.452,,rg16dx,0.716
0.223,3,0.007,,0.472,,rg16eh,0.681
0.093,,,,0.332,,rg16dr,0.541
0.283,,,,0.463,,rg16el,0.541
0.465,,,,0.554,,rg16ex,0.742
0.21,2,0.008,,0.433,,rg16dz,0.535
0.465,,,,0.554,,rg16ey,0.742
0.465,,,,0.554,,rg16es,0.742
0.14,2,0.008,,0.452,,rg16du,0.716
0.339,5,0.014,,0.596,,rg16ej,0.722
0.309,1,0.004,,0.692,,rg16fe,0.848
0.223,3,0.007,,0.472,,rg16ee,0.681
0.309,1,0.004,,0.692,,rg16fg,0.848
0.057,,,,0.319,,rg16ea,0.4
0.523,6,0.02,,0.576,,rg16bx,0.645
0.283,,,,0.463,,rg16fh,0.541
0.465,,,,0.554,,rg16ez,0.742
0.254,1,0.003,,0.514,,rg16fn,0.716
0.244,2,0.007,,0.468,,rg16ha,0.711
0.19,6,0.02,,0.385,,rg16er,0.816
0.465,,,,0.554,,rg16fb,0.742
0.343,2,0.011,,0.622,,rg16hf,0.655
0.343,2,0.011,,0.622,,rg16he,0.655
0.489,7,0.022,,0.598,,rg16hh,0.768
0.37,2,0.007,,0.442,,rg16hd,0.57
0.505,3,0.009,,0.517,,rg16hl,0.743
0.273,2,0.008,,0.395,,rg16fl,0.744
0.244,2,0.007,,0.468,,rg16hb,0.711
0.516,3,0.013,,0.564,,rg16hq,0.661
0.489,7,0.022,,0.598,,rg16hn,0.768
0.273,2,0.008,,0.395,,rg16dn,0.744
0.366,1,0.004,,0.567,,rg16ht,0.799
0.425,,,,0.469,,rg16hu,0.624
0.465,,,,0.554,,rg16ds,0.742
0.254,1,0.003,,0.514,,rg16fd,0.716
0.516,3,0.013,,0.564,,rg16hw,0.661
0.465,,,,0.554,,rg16eu,0.742
0.21,2,0.008,,0.433,,rg16hg,0.535
0.516,3,0.013,,0.564,,rg16hp,0.661
0.283,,,,0.463,,rg16ff,0.541
0.505,3,0.009,,0.517,,rg16hy,0.743
0.366,1,0.004,,0.567,,rg16jb,0.799
0.505,3,0.009,,0.517,,rg16hx,0.743
0.405,7,0.022,,0.485,,rg16je,0.667
0.343,2,0.011,,0.622,,rg16jh,0.655
0.505,3,0.009,,0.517,,rg16hr,0.743
0.425,,,,0.469,,rg16hs,0.624
0.244,2,0.007,,0.468,,rg16et,0.711
0.425,,,,0.469,,rg16eq,0.624
0.343,2,0.011,,0.622,,rg16jq,0.655
0.366,1,0.004,,0.567,,rg16ja,0.799
0.19,6,0.02,,0.385,,rg16jl,0.816
0.339,5,0.014,,0.596,,rg16ju,0.722
0.405,7,0.022,,0.485,,rg16jp,0.667
0.219,,,,0.407,,rg16jr,0.689
0.425,,,,0.469,,rg16hz,0.624
0.425,,,,0.469,,rg16eg,0.624
0.219,,,,0.407,,rg16jz,0.689
0.505,3,0.009,,0.517,,rg16jd,0.743
0.37,2,0.007,,0.442,,rg16ld,0.57
0.523,6,0.02,,0.576,,rg16jw,0.645
0.283,,,,0.463,,rg16lf,0.541
0.219,,,,0.407,,rg16jx,0.689
0.273,2,0.008,,0.395,,rg16fj,0.744
0.489,7,0.022,,0.598,,rg16hj,0.768
0.21,2,0.008,,0.433,,rg16jj,0.535
0.405,7,0.022,,0.485,,rg16ll,0.667
0.405,7,0.022,,0.485,,rg16lj,0.667
0.33,,,,0.5,,rg16fa,0.751
0.273,2,0.008,,0.395,,rg16lp,0.744
0.505,3,0.009,,0.517,,rg16lb,0.743
0.489,7,0.022,,0.598,,rg16lg,0.768
0.489,7,0.022,,0.598,,rg16lq,0.768
0.489,7,0.022,,0.598,,rg16lh,0.768
0.273,2,0.008,,0.395,,rg16ln,0.744
0.219,,,,0.407,,rg16jy,0.689
0.405,7,0.022,,0.485,,rg16lz,0.667
0.489,7,0.022,,0.598,,rg16jf,0.768
0.538,,,,0.653,,rg16nb,0.792
0.538,,,,0.653,,rg16nd,0.792
0.538,,,,0.653,,rg16na,0.792
0.538,,,,0.653,,rg16nf,0.792
0.538,,,,0.653,,rg16ng,0.792
0.19,6,0.02,,0.385,,rg16jn,0.816
0.366,1,0.004,,0.567,,rg16ly,0.799
0.489,7,0.022,,0.598,,rg16lw,0.768
0.491,,,,0.557,,rg16np,0.796
0.376,,,,0.497,,rg16nl,0.859
0.433,3,0.012,,0.544,,rg16lx,0.644
0.376,,,,0.497,,rg16nj,0.859
0.33,,,,0.5,,rg16nu,0.751
0.273,2,0.008,,0.395,,rg16ls,0.744
0.33,,,,0.5,,rg16nx,0.751
0.538,,,,0.653,,rg16nq,0.792
0.491,,,,0.557,,rg16nz,0.796
0.273,2,0.008,,0.395,,rg16lt,0.744
0.309,1,0.004,,0.692,,rg16pb,0.848
0.273,2,0.008,,0.395,,rg16lr,0.744
0.505,3,0.009,,0.517,,rg16pf,0.743
0.491,,,,0.557,,rg16ny,0.796
0.376,,,,0.497,,rg16nh,0.859
0.33,,,,0.5,,rg16pg,0.751
0.491,,,,0.557,,rg16pa,0.796
0.339,5,0.014,,0.596,,rg16pl,0.722
0.309,1,0.004,,0.692,,rg16pd,0.848
0.489,7,0.022,,0.598,,rg16pp,0.768
0.33,,,,0.5,,rg16pq,0.751
0.21,2,0.008,,0.433,,rg16jt,0.535
0.33,,,,0.5,,rg16pe,0.751
0.397,4,0.01,,0.637,,rg16ps,0.692
0.516,3,0.013,,0.564,,rg16ns,0.661
0.19,6,0.02,,0.385,,rg16pj,0.816
0.33,,,,0.5,,rg16nt,0.751
0.523,6,0.02,,0.576,,rg16qd,0.645
0.397,4,0.01,,0.637,,rg16px,0.692
0.505,3,0.009,,0.517,,rg16pn,0.743
0.523,6,0.02,,0.576,,rg16qe,0.645
0.523,6,0.02,,0.576,,rg16qf,0.645
0.219,,,,0.407,,rg16lu,0.689
0.491,,,,0.557,,rg16nr,0.796
0.5,,,,0.584,,rg16qn,0.435
0.523,6,0.02,,0.576,,rg16qh,0.645
0.538,,,,0.653,,rg16ne,0.792
0.214,,,,0.475,,rg16qr,0.704
0.37,2,0.007,,0.442,,rg16js,0.57
0.254,1,0.003,,0.514,,rg16pr,0.716
0.523,6,0.02,,0.576,,rg16qa,0.645
0.33,,,,0.5,,rg16ph,0.751
0.556,7,0.025,,0.644,,rg16qb,0.55
0.214,,,,0.475,,rg16qz,0.704
0.366,1,0.004,,0.567,,rg16qy,0.799
0.219,,,,0.407,,rg16pu,0.689
0.397,4,0.01,,0.637,,rg16ql,0.692
0.21,2,0.008,,0.433,,rg16rf,0.535
0.366,1,0.004,,0.567,,rg16qp,0.799
0.397,4,0.01,,0.637,,rg16qj,0.692
0.556,7,0.025,,0.644,,rg16qg,0.55
0.21,2,0.008,,0.433,,rg16sr,0.535
0.366,1,0.004,,0.567,,rg16uy,0.799
0.214,,,,0.475,,rg16qt,0.704
0.366,1,0.004,,0.567,,rg16wa,0.799
0.283,,,,0.463,,rg16ss,0.541
0.433,3,0.012,,0.544,,rg16wb,0.644
0.283,,,,0.463,,rg16sw,0.541
0.214,,,,0.475,,rg16qs,0.704
0.376,,,,0.497,,rg16nn,0.859
0.397,4,0.01,,0.637,,rg16pt,0.692
0.433,3,0.012,,0.544,,rg16wj,0.644
0.214,,,,0.475,,rg16qu,0.704
0.374,,,,0.767,,rg16wy,0.709
0.366,1,0.004,,0.567,,rg16uz,0.799
0.433,3,0.012,,0.544,,rg16wz,0.644
0.433,3,0.012,,0.544,,rg16xq,0.644
0.366,1,0.004,,0.567,,rg16we,0.799
0.433,3,0.012,,0.544,,rg16wg,0.644
0.433,3,0.012,,0.544,,rg16xn,0.644
0.433,3,0.012,,0.544,,rg16xy,0.644
0.219,,,,0.407,,rg16xz,0.689
0.433,3,0.012,,0.544,,rg16yb,0.644
0.366,1,0.004,,0.567,,rg16qw,0.799
0.219,,,,0.407,,rg16yd,0.689
0.366,1,0.004,,0.567,,rg16qx,0.799
0.366,1,0.004,,0.567,,rg16wd,0.799
0.433,3,0.012,,0.544,,rg16xw,0.644
0.219,,,,0.407,,rg16yh,0.689
0.433,3,0.012,,0.544,,rg16ya,0.644
0.219,,,,0.407,,rg16yl,0.689
0.219,,,,0.407,,rg16ye,0.689
0.433,3,0.012,,0.544,,rg16wh,0.644
0.433,3,0.012,,0.544,,rg16xt,0.644
0.5,,,,0.584,,rg16ys,0.435
0.219,,,,0.407,,rg16yr,0.689
0.283,,,,0.463,,rg16rd,0.541
0.339,5,0.014,,0.596,,rg16sp,0.722
0.219,,,,0.407,,rg16yj,0.689
0.219,,,,0.407,,rg16yg,0.689
0.219,,,,0.407,,rg16yt,0.689
0.433,3,0.012,,0.544,,rg16xu,0.644
0.5,,,,0.584,,rg16yu,0.435
0.374,,,,0.767,,rg16zl,0.709
0.433,3,0.012,,0.544,,rg16zq,0.644
0.5,,,,0.584,,rg16yq,0.435
0.433,3,0.012,,0.544,,rg16zj,0.644
0.588,10,0.04,,0.629,,rg17aa,0.407
0.5,,,,0.584,,rg16yz,0.435
0.588,10,0.04,,0.629,,rg17ae,0.407
0.268,4,0.015,,0.571,,rg17af,0.656
0.21,2,0.008,,0.433,,rg16re,0.535
0.433,3,0.012,,0.544,,rg16zh,0.644
0.433,3,0.012,,0.544,,rg17al,0.644
0.612,8,0.038,,0.711,,rg17ag,0.607
0.612,8,0.038,,0.711,,rg17aj,0.607
0.276,4,0.021,,0.716,,rg17an,0.599
0.612,8,0.038,,0.711,,rg17aq,0.607
0.433,3,0.012,,0.544,,rg16zr,0.644
0.612,8,0.038,,0.711,,rg17ab,0.607
0.612,8,0.038,,0.711,,rg17at,0.607
0.39,3,0.009,,0.531,,rg17aw,0.614
0.5,,,,0.584,,rg16yp,0.435
0.433,3,0.012,,0.544,,rg16zx,0.644
0.255,4,0.017,,0.549,,rg17ap,0.545
0.398,5,0.021,,0.652,,rg17ay,0.515
0.283,3,0.009,,0.587,,rg17ar,0.543
0.39,3,0.009,,0.531,,rg17bd,0.614
0.433,3,0.012,,0.544,,rg17be,0.644
0.612,8,0.038,,0.711,,rg17az,0.607
0.433,3,0.012,,0.544,,rg17bf,0.644
0.433,3,0.012,,0.544,,rg17bg,0.644
0.39,3,0.009,,0.531,,rg17bh,0.614
0.2,1,0.004,,0.446,,rg17bn,0.548
0.405,7,0.022,,0.485,,rg16zn,0.667
0.588,10,0.04,,0.629,,rg17ad,0.407
0.398,5,0.021,,0.652,,rg17bs,0.515
0.398,5,0.021,,0.652,,rg17bt,0.515
0.298,,,,0.552,,rg17as,0.718
0.398,5,0.021,,0.652,,rg17bu,0.515
0.5,,,,0.584,,rg16yx,0.435
0.39,3,0.009,,0.531,,rg17by,0.614
0.433,3,0.012,,0.544,,rg17bq,0.644
0.398,5,0.021,,0.652,,rg17bl,0.515
0.433,3,0.012,,0.544,,rg17ba,0.644
0.39,3,0.009,,0.531,,rg17bz,0.614
0.433,3,0.012,,0.544,,rg17df,0.644
0.206,,,,0.492,,rg17dg,0.535
0.219,,,,0.407,,rg16yf,0.689
0.5,,,,0.584,,rg16yy,0.435
0.458,3,0.013,,0.601,,rg17dn,0.613
0.612,8,0.038,,0.711,,rg17dp,0.607
0.39,3,0.009,,0.531,,rg17de,0.614
0.433,3,0.012,,0.544,,rg17dh,0.644
0.433,3,0.012,,0.544,,rg17dq,0.644
0.255,4,0.017,,0.549,,rg17dj,0.545
0.39,3,0.009,,0.531,,rg17dt,0.614
0.39,3,0.009,,0.531,,rg17bj,0.614
0.268,4,0.013,,0.502,,rg17db,0.644
0.39,3,0.009,,0.531,,rg17bx,0.614
0.556,7,0.025,,0.644,,rg17dz,0.55
0.39,3,0.009,,0.531,,rg17bw,0.614
0.398,5,0.021,,0.652,,rg17ea,0.515
0.39,3,0.009,,0.531,,rg17dd,0.614
0.458,3,0.013,,0.601,,rg17eb,0.613
0.556,7,0.025,,0.644,,rg17eg,0.55
0.398,5,0.021,,0.652,,rg17eh,0.515
0.433,3,0.012,,0.544,,rg17dy,0.644
0.39,3,0.009,,0.531,,rg17da,0.614
0.556,7,0.025,,0.644,,rg17en,0.55
0.433,3,0.012,,0.544,,rg17ee,0.644
0.276,4,0.021,,0.716,,rg17dw,0.599
0.433,3,0.012,,0.544,,rg17dr,0.644
0.556,7,0.025,,0.644,,rg17ej,0.55
0.283,3,0.009,,0.587,,rg17ds,0.543
0.588,10,0.04,,0.629,,rg17du,0.407
0.374,,,,0.767,,rg17es,0.709
0.556,7,0.025,,0.644,,rg17ew,0.55
0.268,4,0.013,,0.502,,rg17ex,0.644
0.433,3,0.012,,0.544,,rg17bb,0.644
0.397,4,0.01,,0.637,,rg17dx,0.692
0.206,,,,0.492,,rg17fd,0.535
0.398,5,0.021,,0.652,,rg17bp,0.515
0.268,4,0.015,,0.571,,rg17ff,0.656
0.283,3,0.009,,0.587,,rg17fb,0.543
0.283,3,0.009,,0.587,,rg17ed,0.543
0.433,3,0.012,,0.544,,rg17fh,0.644
0.268,4,0.015,,0.571,,rg17fl,0.656
0.33,1,0.006,,0.54,,rg17eu,0.661
0.556,7,0.025,,0.644,,rg17et,0.55
0.206,,,,0.492,,rg17fr,0.535
0.433,3,0.012,,0.544,,rg17fg,0.644
0.556,7,0.025,,0.644,,rg17ep,0.55
0.276,4,0.021,,0.716,,rg17fu,0.599
0.283,3,0.009,,0.587,,rg17fe,0.543
0.268,4,0.015,,0.571,,rg17fs,0.656
0.2,1,0.004,,0.446,,rg17ey,0.548
0.2,1,0.004,,0.446,,rg17ez,0.548
0.206,,,,0.492,,rg17fj,0.535
0.268,4,0.015,,0.571,,rg17fy,0.656
0.433,3,0.012,,0.544,,rg17dl,0.644
0.206,,,,0.492,,rg17fp,0.535
0.556,7,0.025,,0.644,,rg17el,0.55
0.433,3,0.012,,0.544,,rg17ef,0.644
0.206,,,,0.492,,rg17fz,0.535
0.433,3,0.012,,0.544,,rg17gg,0.644
0.268,4,0.015,,0.571,,rg17ge,0.656
0.206,,,,0.492,,rg17gl,0.535
0.206,,,,0.492,,rg17fq,0.535
0.374,,,,0.767,,rg17er,0.709
0.398,5,0.021,,0.652,,rg17fw,0.515
0.433,3,0.012,,0.544,,rg17gt,0.644
0.374,,,,0.767,,rg17gb,0.709
0.206,,,,0.492,,rg17ft,0.535
0.374,,,,0.767,,rg17gw,0.709
0.283,3,0.009,,0.587,,rg17fa,0.543
0.206,,,,0.492,,rg17gz,0.535
0.374,,,,0.767,,rg17gu,0.709
0.268,4,0.015,,0.571,,rg17gq,0.656
0.39,3,0.009,,0.531,,rg17he,0.614
0.268,4,0.015,,0.571,,rg17gx,0.656
0.206,,,,0.492,,rg17gr,0.535
0.268,4,0.015,,0.571,,rg17gd,0.656
0.268,4,0.013,,0.502,,rg17hj,0.644
0.2,1,0.004,,0.446,,rg17hg,0.548
0.206,,,,0.492,,rg17gp,0.535
0.433,3,0.012,,0.544,,rg17fx,0.644
0.2,1,0.004,,0.446,,rg17hh,0.548
0.2,1,0.004,,0.446,,rg17hl,0.548
0.39,3,0.009,,0.531,,rg17hf,0.614
0.206,,,,0.492,,rg17gs,0.535
0.2,1,0.004,,0.446,,rg17hr,0.548
0.206,,,,0.492,,rg17hq,0.535
0.374,,,,0.767,,rg17hy,0.709
0.268,4,0.013,,0.502,,rg17ht,0.644
0.268,4,0.015,,0.571,,rg17gh,0.656
0.598,7,0.034,,0.777,,rg17jd,0.587
0.282,,,,0.496,,rg17ha,0.532
0.268,4,0.015,,0.571,,rg17jb,0.656
0.2,1,0.004,,0.446,,rg17hp,0.548
0.39,3,0.009,,0.531,,rg17hz,0.614
0.268,4,0.013,,0.502,,rg17ja,0.644
0.433,3,0.012,,0.544,,rg17jh,0.644
0.374,,,,0.767,,rg17gj,0.709
0.39,3,0.009,,0.531,,rg17hn,0.614
0.2,1,0.004,,0.446,,rg17hb,0.548
0.283,3,0.009,,0.587,,rg17je,0.543
0.556,7,0.025,,0.644,,rg17jr,0.55
0.255,4,0.017,,0.549,,rg17jq,0.545
0.283,3,0.009,,0.587,,rg17jg,0.543
0.433,3,0.012,,0.544,,rg17ju,0.644
0.398,5,0.021,,0.652,,rg17hw,0.515
0.206,,,,0.492,,rg17jy,0.535
0.268,4,0.015,,0.571,,rg17jz,0.656
0.206,,,,0.492,,rg17gy,0.535
0.39,3,0.009,,0.531,,rg17hu,0.614
0.588,10,0.04,,0.629,,rg17lb,0.407
0.433,3,0.012,,0.544,,rg17jj,0.644
0.268,4,0.013,,0.502,,rg17hs,0.644
0.612,8,0.038,,0.711,,rg17jw,0.607
0.276,4,0.021,,0.716,,rg17lj,0.599
0.612,8,0.038,,0.711,,rg17jf,0.607
0.276,4,0.021,,0.716,,rg17ll,0.599
0.268,4,0.015,,0.571,,rg17ln,0.656
0.598,7,0.034,,0.777,,rg17lf,0.587
0.243,1,0.004,,0.515,,rg17lq,0.67
0.598,7,0.034,,0.777,,rg17ls,0.587
0.255,4,0.017,,0.549,,rg17ld,0.545
0.33,1,0.006,,0.54,,rg17lr,0.661
0.206,,,,0.492,,rg17jn,0.535
0.39,3,0.009,,0.531,,rg17hx,0.614
0.405,7,0.022,,0.485,,rg17lx,0.667
0.612,8,0.038,,0.711,,rg17lt,0.607
0.255,4,0.017,,0.549,,rg17lg,0.545
0.255,4,0.017,,0.549,,rg17jp,0.545
0.443,3,0.014,,0.544,,rg17lz,0.676
0.417,,,,0.58,,rg17na,0.734
0.255,4,0.017,,0.549,,rg17le,0.545
0.588,10,0.04,,0.629,,rg17la,0.407
0.33,1,0.006,,0.54,,rg17nh,0.661
0.282,,,,0.496,,rg17nd,0.532
0.598,7,0.034,,0.777,,rg17ly,0.587
0.33,1,0.006,,0.54,,rg17nl,0.661
0.282,,,,0.496,,rg17np,0.532
0.243,1,0.004,,0.515,,rg17js,0.67
0.282,,,,0.496,,rg17nr,0.532
0.283,3,0.009,,0.587,,rg17jx,0.543
0.194,,,,0.507,,rg17ns,0.584
0.282,,,,0.496,,rg17nu,0.532
0.283,3,0.009,,0.587,,rg17nf,0.543
0.612,8,0.038,,0.711,,rg17lw,0.607
0.194,,,,0.507,,rg17pb,0.584
0.276,4,0.021,,0.716,,rg17lp,0.599
0.204,6,0.022,,0.509,,rg17nt,0.746
0.282,,,,0.496,,rg17nx,0.532
0.109,5,0.016,,0.444,,rg17pg,0.624
0.243,1,0.004,,0.515,,rg17jt,0.67
0.283,3,0.009,,0.587,,rg17ng,0.543
0.229,4,0.014,,0.538,,rg17pj,0.598
0.204,6,0.022,,0.509,,rg17pa,0.746
0.33,1,0.006,,0.54,,rg17nb,0.661
0.374,,,,0.767,,rg17nz,0.709
0.243,1,0.004,,0.515,,rg17lh,0.67
0.255,4,0.017,,0.549,,rg17pt,0.545
0.588,10,0.04,,0.629,,rg17pu,0.407
0.433,3,0.012,,0.544,,rg17nj,0.644
0.275,3,0.008,,0.504,,rg17px,0.598
0.229,4,0.014,,0.538,,rg17pl,0.598
0.109,5,0.016,,0.444,,rg17pf,0.624
0.255,4,0.017,,0.549,,rg17qd,0.545
0.283,3,0.009,,0.587,,rg17nq,0.543
0.109,5,0.016,,0.444,,rg17pn,0.624
0.109,5,0.016,,0.444,,rg17pq,0.624
0.588,10,0.04,,0.629,,rg17qe,0.407
0.109,5,0.016,,0.444,,rg17ph,0.624
0.588,10,0.04,,0.629,,rg17qa,0.407
0.229,4,0.014,,0.538,,rg17py,0.598
0.194,,,,0.507,,rg17pd,0.584
